forecast_date,Year1,Month1,Day1,Weekday,Season,Max_Temperature,Min_Temperature,Avg_Temperature,Max_Humidity,Min_Humidity,Avg_Humidity,Min_Rainfall,Max_Rainfall,Avg_Rainfall,Max_Heat_Index,Min_Heat_Index,Avg_Heat_Index,saturday,sunday,Holiday,working_day,holiday_name,offered calls
17/11/2020,2020,11,17,3,1,33,23,27.863157,72,27,55.589473,0,0,0,35,24,28.905263,0,0,1,0,Unlock,2855
18/11/2020,2020,11,18,4,1,33,23,27.4,65,30,49.747368,0,0,0,33,25,28.073684,0,0,1,0,Unlock,2632
19/11/2020,2020,11,19,5,1,34,23,27.968421,65,36,48.547368,0,0,0,37,25,29.031578,0,0,1,0,Unlock,2549
20/11/2020,2020,11,20,6,1,35,23,28.663157,71,47,61.378947,0,0,0,43,24,31.926315,0,0,1,0,Unlock,2102
21/11/2020,2020,11,21,7,1,36,25,29.505263,75,51,65.957894,0,0,0,44,26,33.757894,0,0,1,0,Unlock,1160
22/11/2020,2020,11,22,1,1,35,26,29.873684,82,51,69.305263,0,0,0,45,29,35.336842,0,0,1,0,Unlock,1436
23/11/2020,2020,11,23,2,1,36,26,30.28421,79,49,65.6,0,0,0,45,28,35.315789,0,0,1,0,Unlock,1820
24/11/2020,2020,11,24,3,1,36,26,30.378947,76,50,66.157894,0,0,0,47,29,35.736842,0,0,1,0,Unlock,2898
25/11/2020,2020,11,25,4,1,35,26,29.873684,78,56,68.694736,0,0,0,46,28,35.136842,0,0,1,0,Unlock,2826
26/11/2020,2020,11,26,5,1,35,27,29.873684,75,54,66.294736,0,0,0,45,30,34.8,0,0,1,0,Unlock,2724
27/11/2020,2020,11,27,6,1,35,25,29.031578,70,53,62.305263,0,0,0,43,27,32.210526,0,0,1,0,Unlock,2537
28/11/2020,2020,11,28,7,1,35,24,28.610526,78,51,64.789473,0,0,0,43,25,31.863157,0,0,1,0,Unlock,2283
29/11/2020,2020,11,29,1,1,34,24,28.157894,79,57,69.157894,0,0,0,42,25,31.631578,0,0,1,0,Unlock,1263
30/11/2020,2020,11,30,2,1,35,23,28.326315,83,31,60.410526,0,0,0,38,24,29.547368,0,0,1,0,Unlock,2453
1/12/2020,2020,12,1,3,1,34,24,27.915789,79,46,61.789473,0,0,0,38,24,29.642105,0,0,1,0,Unlock,2432
2/12/2020,2020,12,2,4,1,34,25,28.368421,76,42,62.968421,0,0,0,40,26,30.705263,0,0,1,0,Unlock,2309
3/12/2020,2020,12,3,5,1,34,24,28.021052,77,39,63.2,0,0,0,38,25,30.031578,0,0,1,0,Unlock,2583
4/12/2020,2020,12,4,6,1,33,24,28.526315,69,40,50.2,0,0,0,35,25,29.326315,0,0,1,0,Unlock,1975
5/12/2020,2020,12,5,7,1,32,25,27.926315,71,48,56.147368,0,0,0,35,26,29.673684,0,0,1,0,Unlock,2051
6/12/2020,2020,12,6,1,1,34,26,28.852631,76,49,64.48421,0,0,0,40,27,31.894736,0,0,1,0,Unlock,1601
7/12/2020,2020,12,7,2,1,35,25,28.978947,76,52,66.736842,0,0,0,44,27,32.905263,0,0,1,0,Unlock,2450
8/12/2020,2020,12,8,3,1,35,27,29.757894,76,52,67.263157,0,0,0,45,29,34.610526,0,0,1,0,Unlock,2373
9/12/2020,2020,12,9,4,1,35,26,29.126315,79,50,68.4,0,0,0,42,28,33.210526,0,0,1,0,Unlock,2128
10/12/2020,2020,12,10,5,1,35,25,28.315789,77,38,60.105263,0,0,0,40,26,30.452631,0,0,1,0,Unlock,2451
11/12/2020,2020,12,11,6,1,35,23,27.747368,74,35,58.431578,0,0,0,38,24,28.926315,0,0,1,0,Unlock,2154
12/12/2020,2020,12,12,7,1,36,22,27.494736,77,30,59.021052,0,0,0,41,23,28.842105,0,0,1,0,Unlock,2169
13/12/2020,2020,12,13,1,1,35,23,27.621052,72,29,52.48421,0,0,0,37,24,28.48421,0,0,1,0,Unlock,1484
14/12/2020,2020,12,14,2,1,35,22,27.852631,69,31,52.263157,0,0,0,35,24,28.842105,0,0,1,0,Unlock,2386
15/12/2020,2020,12,15,3,1,35,23,28.063157,72,38,55.894736,0,0,0,39,24,29.589473,0,0,1,0,Unlock,2368
16/12/2020,2020,12,16,4,1,35,25,28.873684,74,44,58.378947,0,0,0,39,26,30.978947,0,0,1,0,Unlock,2293
17/12/2020,2020,12,17,5,1,34,26,29.115789,79,47,67.326315,0,0,0,40,28,33.115789,0,0,1,0,Unlock,2209
18/12/2020,2020,12,18,6,1,28,25,26.4,84,69,76.873684,0,3,0.031578,31,26,28.778947,0,0,1,0,Unlock,2494
19/12/2020,2020,12,19,7,1,30,25,26.68421,85,63,76.410526,0,0,0,36,26,29.147368,0,0,1,0,Unlock,2242
20/12/2020,2020,12,20,1,1,27,24,25.431578,83,71,77.021052,0,0,0,30,25,27.021052,0,0,1,0,Unlock,1387
21/12/2020,2020,12,21,2,1,26,23,24.263157,93,78,87.305263,0,16,0.168421,29,21,24.673684,0,0,1,0,Unlock,2587
22/12/2020,2020,12,22,3,1,32,22,26.368421,91,65,80.926315,0,0,0,41,21,28.831578,0,0,1,0,Unlock,2676
23/12/2020,2020,12,23,4,1,32,23,26.526315,90,59,79.673684,0,0,0,40,22,29.021052,0,0,1,0,Unlock,2551
24/12/2020,2020,12,24,5,1,33,23,26.652631,91,55,77.926315,0,0,0,40,22,29.042105,0,0,1,0,Unlock,2612
25/12/2020,2020,12,25,6,1,34,23,27.263157,89,47,72.673684,0,0,0,40,23,29.663157,0,0,1,0,Unlock,2404
26/12/2020,2020,12,26,7,1,33,23,27.505263,80,41,63.642105,0,0,0,35,24,29,0,0,1,0,Unlock,2405
27/12/2020,2020,12,27,1,1,33,23,26.873684,73,39,59.221052,0,0,0,35,24,27.905263,0,0,1,0,Unlock,2090
28/12/2020,2020,12,28,2,1,32,21,26.136842,77,34,56.431578,0,0,0,32,22,26.621052,0,0,1,0,Unlock,2463
29/12/2020,2020,12,29,3,1,32,21,25.431578,71,32,55.726315,0,0,0,34,23,26.378947,0,0,1,0,Unlock,2386
30/12/2020,2020,12,30,4,1,33,20,25.48421,75,36,58.273684,0,0,0,34,22,26.505263,0,0,1,0,Unlock,2399
31/12/2020,2020,12,31,5,1,34,21,25.589473,76,37,61.578947,0,0,0,37,22,26.894736,0,0,1,0,Unlock,2273
1/1/2021,2021,1,1,6,1,34,22,26.978947,80,40,62.526315,0,0,0,37,23,28.431578,0,0,1,0,Unlock,1906
2/1/2021,2021,1,2,7,1,34,23,27.463157,77,42,63.694736,0,0,0,37,24,29.168421,0,0,1,0,Unlock,2232
3/1/2021,2021,1,3,1,1,32,24,27.094736,78,55,68.042105,0,0,0,38,24,29.2,0,0,1,0,Unlock,1212
4/1/2021,2021,1,4,2,1,31,21,24.652631,75,40,56.094736,0,0,0,31,22,25.726315,0,0,1,0,Unlock,2350
5/1/2021,2021,1,5,3,1,30,19,23.926315,75,47,61.094736,0,0,0,32,23,25.905263,0,0,1,0,Unlock,2287
6/1/2021,2021,1,6,4,1,31,20,24.905263,76,52,65.747368,0,0,0,34,22,26.547368,0,0,1,0,Unlock,2225
7/1/2021,2021,1,7,5,1,34,22,26.452631,82,45,65.894736,0,0,0,38,22,28.042105,0,0,1,0,Unlock,2236
8/1/2021,2021,1,8,6,1,33,24,27.2,83,53,70.810526,0,0,0,39,24,29.547368,0,0,1,0,Unlock,1627
9/1/2021,2021,1,9,7,1,30,24,26.263157,84,66,75.831578,0,0,0,36,25,28.726315,0,0,1,0,Unlock,1995
10/1/2021,2021,1,10,1,1,30,23,25.294736,83,60,71.021052,0,0,0,33,23,26.568421,0,0,1,0,Unlock,1299
11/1/2021,2021,1,11,2,1,29,23,25.178947,79,57,68.947368,0,0,0,32,23,26.263157,0,0,1,0,Unlock,2262
12/1/2021,2021,1,12,3,1,30,23,25.421052,71,58,66.863157,0,0,0,34,24,26.842105,0,0,1,0,Unlock,2459
13/01/2021,2021,1,13,4,1,31,22,25.463157,79,55,67.28421,0,2,0.021052,34,23,26.978947,0,0,1,0,Unlock,2891
14/01/2021,2021,1,14,5,1,31,22,26.473684,75,58,68.389473,0,0,0,36,23,28.610526,0,0,1,0,Unlock,2709
15/01/2021,2021,1,15,6,1,28,25,26.463157,88,74,80.968421,0,1,0.010526,33,25,29.147368,0,0,1,0,Unlock,2601
16/01/2021,2021,1,16,7,1,32,24,27.178947,88,63,78.947368,0,0,0,40,25,30.473684,0,0,1,0,Unlock,2415
17/01/2021,2021,1,17,1,1,34,25,28.231578,87,61,76.515789,0,0,0,44,26,32.810526,0,0,1,0,Unlock,1626
18/01/2021,2021,1,18,2,1,35,25,28.936842,87,55,73.010526,0,0,0,45,27,33.494736,0,0,1,0,Unlock,2841
19/01/2021,2021,1,19,3,1,36,25,29.315789,82,44,68.947368,0,0,0,45,27,33.378947,0,0,1,0,Unlock,2528
20/01/2021,2021,1,20,4,1,36,25,29.021052,82,38,62.6,0,0,0,44,27,31.694736,0,0,1,0,Unlock,2610
21/01/2021,2021,1,21,5,1,32,24,27.147368,77,46,64.294736,0,0,0,37,25,29.063157,0,0,1,0,Unlock,2345
22/01/2021,2021,1,22,6,1,30,22,25.757894,84,47,67.768421,0,0,0,33,22,26.905263,0,0,1,0,Unlock,2317
23/01/2021,2021,1,23,7,1,31,21,25.473684,74,45,62.431578,0,0,0,33,23,26.768421,0,0,1,0,Unlock,2043
24/01/2021,2021,1,24,1,1,31,22,25.947368,80,46,67.115789,0,0,0,33,22,27.063157,0,0,1,0,Unlock,1268
25/01/2021,2021,1,25,2,1,32,23,26.673684,83,44,66.473684,0,0,0,36,24,28.210526,0,0,1,0,Unlock,2335
26/01/2021,2021,1,26,3,1,33,23,27.147368,71,47,59.926315,0,0,0,37,24,28.957894,0,0,1,0,Unlock,2373
27/01/2021,2021,1,27,4,1,33,22,27.157894,75,42,58.105263,0,0,0,37,23,28.431578,0,0,1,0,Unlock,2213
28/01/2021,2021,1,28,5,1,31,21,25.410526,76,35,58.315789,0,0,0,32,23,26.6,0,0,1,0,Unlock,2191
29/01/2021,2021,1,29,6,1,31,21,25.578947,78,50,66.242105,0,0,0,35,22,27.189473,0,0,1,0,Unlock,2077
30/01/2021,2021,1,30,7,1,34,22,26.663157,81,43,64.421052,0,0,0,38,22,28.305263,0,0,1,0,Unlock,1916
31/01/2021,2021,1,31,1,1,33,21,25.915789,83,43,65.326315,0,0,0,36,22,27.031578,0,0,1,0,Unlock,1224
1/2/2021,2021,2,1,2,1,31,20,24.821052,75,41,61.210526,0,0,0,32,22,25.957894,0,0,1,0,Unlock,2068
2/2/2021,2021,2,2,3,1,30,20,24.231578,76,46,65.757894,0,0,0,32,22,25.368421,0,0,1,0,Unlock,1121
3/2/2021,2021,2,3,4,1,30,19,23.947368,81,47,66.863157,0,0,0,32,20,25.052631,0,0,1,0,Unlock,2203
4/2/2021,2021,2,4,5,1,31,19,23.915789,82,46,68.673684,0,0,0,32,20,24.989473,0,0,1,0,Unlock,2228
5/2/2021,2021,2,5,6,1,31,19,24.168421,80,44,66.736842,0,0,0,33,21,25.557894,0,0,1,0,Unlock,2128
6/2/2021,2021,2,6,7,1,34,20,25.663157,83,30,59.368421,0,0,0,36,20,26.389473,0,0,1,0,Unlock,2042
7/2/2021,2021,2,7,1,1,33,21,25.68421,69,41,55.042105,0,0,0,34,23,26.989473,0,0,1,0,Unlock,1156
8/2/2021,2021,2,8,2,1,36,22,27.126315,72,36,60.347368,0,0,0,41,24,28.905263,0,0,1,0,Unlock,2243
9/2/2021,2021,2,9,3,1,35,24,28.126315,75,26,53.831578,0,0,0,38,25,29.021052,0,0,1,0,Unlock,2273
10/2/2021,2021,2,10,4,1,34,22,27.242105,79,32,56.852631,0,0,0,35,23,27.915789,0,0,1,0,Unlock,2210
11/2/2021,2021,2,11,5,1,33,22,26.663157,71,35,58.252631,0,0,0,35,24,27.736842,0,0,1,0,Unlock,2331
12/2/2021,2021,2,12,6,1,32,22,26.442105,78,39,56.810526,0,0,0,34,22,27.231578,0,0,1,0,Unlock,2303
13/02/2021,2021,2,13,7,1,34,21,26.642105,59,34,48.273684,0,0,0,36,24,27.831578,0,0,1,0,Unlock,2081
14/02/2021,2021,2,14,1,1,35,23,27.968421,51,29,41.368421,0,0,0,36,25,28.28421,0,0,1,0,Unlock,1116
15/02/2021,2021,2,15,2,1,34,22,27.421052,57,26,42.957894,0,0,0,35,25,27.831578,0,0,1,0,Unlock,2298
16/02/2021,2021,2,16,3,1,35,22,27.052631,59,23,46.4,0,0,0,37,24,27.789473,0,0,1,0,Unlock,2259
17/02/2021,2021,2,17,4,1,32,21,26.157894,72,36,57.147368,0,0,0,34,23,27.515789,0,0,1,0,Unlock,2667
18/02/2021,2021,2,18,5,1,36,21,26.831578,77,27,57.673684,0,0,0,38,22,27.778947,0,0,1,0,Unlock,2403
19/02/2021,2021,2,19,6,1,33,22,26.347368,76,42,62.842105,0,0,0,36,23,27.789473,0,0,1,0,Unlock,2327
20/02/2021,2021,2,20,7,1,32,22,26.421052,76,37,58.863157,0,0,0,34,24,27.936842,0,0,1,0,Unlock,2274
21/02/2021,2021,2,21,1,1,32,23,26.48421,80,47,67.231578,0,0,0,36,23,28.178947,0,0,1,0,Unlock,1248
22/02/2021,2021,2,22,2,1,30,23,25.905263,78,59,69.389473,0,0,0,34,23,27.715789,0,0,1,0,Unlock,2493
23/02/2021,2021,2,23,3,1,29,23,25.347368,89,67,77.726315,0,0,0,33,22,26.68421,0,0,1,0,Unlock,2778
24/02/2021,2021,2,24,4,1,30,22,25.747368,86,58,73.157894,0,0,0,34,22,27.115789,0,0,1,0,Unlock,2722
25/02/2021,2021,2,25,5,1,32,23,26.610526,85,48,69.357894,0,0,0,37,23,28.48421,0,0,1,0,Unlock,2658
26/02/2021,2021,2,26,6,1,33,23,27.021052,71,43,59.915789,0,0,0,37,24,28.578947,0,0,1,0,Unlock,2283
27/02/2021,2021,2,27,7,1,33,23,27.378947,74,36,56.463157,0,0,0,35,24,28.463157,0,0,1,0,Unlock,2338
28/02/2021,2021,2,28,1,1,35,25,29.2,55,36,48.505263,0,0,0,38,26,30.410526,0,0,1,0,Unlock,1286
1/3/2021,2021,3,1,2,2,35,26,29.263157,61,42,53.610526,0,0,0,40,26,31.389473,0,0,1,0,Unlock,2515
2/3/2021,2021,3,2,3,2,36,25,29.326315,68,41,55.221052,0,0,0,43,26,31.568421,0,0,1,0,Unlock,2780
3/3/2021,2021,3,3,4,2,37,25,29.926315,74,36,54.347368,0,0,0,41,26,31.936842,0,0,1,0,Unlock,2845
4/3/2021,2021,3,4,5,2,36,25,29.705263,71,39,52.726315,0,0,0,40,26,31.6,0,0,1,0,Unlock,3022
5/3/2021,2021,3,5,6,2,36,24,29.105263,81,35,58.473684,0,0,0,41,25,30.88421,0,0,1,0,Unlock,2485
6/3/2021,2021,3,6,7,2,34,23,28.863157,85,42,62.189473,0,0,0,41,24,31.347368,0,0,1,0,Unlock,2288
7/3/2021,2021,3,7,1,2,33,24,28.863157,70,44,59.968421,0,0,0,38,25,31.442105,0,0,1,0,Unlock,1655
8/3/2021,2021,3,8,2,2,34,25,28.968421,72,46,59.452631,0,0,0,39,26,31.768421,0,0,1,0,Unlock,2701
9/3/2021,2021,3,9,3,2,35,24,28.8,72,34,54.863157,0,0,0,40,25,30.48421,0,0,1,0,Unlock,2789
10/3/2021,2021,3,10,4,2,39,24,29.515789,71,27,49.863157,0,0,0,47,25,31.778947,0,0,1,0,Unlock,3102
11/3/2021,2021,3,11,5,2,39,24,30.463157,72,24,50.48421,0,0,0,45,25,32.168421,0,0,1,0,Unlock,2953
12/3/2021,2021,3,12,6,2,38,25,30.063157,81,24,59.578947,0,0,0,45,26,32.68421,0,0,1,0,Unlock,3008
13/03/2021,2021,3,13,7,2,34,25,28.442105,89,58,76.694736,0,0,0,45,27,33.189473,0,0,1,0,Unlock,2496
14/03/2021,2021,3,14,1,2,38,24,29.747368,90,26,57.978947,0,0,0,42,24,31.010526,0,0,1,0,Unlock,1373
15/03/2021,2021,3,15,2,2,36,24,29.210526,75,36,55.147368,0,0,0,45,25,32.378947,0,0,1,0,Unlock,2588
16/03/2021,2021,3,16,3,2,37,25,30.010526,83,34,58.610526,0,0,0,43,26,32.557894,0,0,1,0,Unlock,2872
17/03/2021,2021,3,17,4,2,34,26,29.473684,77,46,62.305263,0,0,0,43,27,32.989473,0,0,1,0,Unlock,2813
18/03/2021,2021,3,18,5,2,33,25,28.642105,81,47,67.305263,0,0,0,40,26,32.115789,0,0,1,0,Unlock,2608
19/03/2021,2021,3,19,6,2,35,25,29.421052,81,40,61.821052,0,0,0,43,26,32.389473,0,0,1,0,Unlock,2807
20/03/2021,2021,3,20,7,2,39,25,30.463157,79,26,54.768421,0,0,0,44,26,32.547368,0,0,1,0,Unlock,2543
21/03/2021,2021,3,21,1,2,37,26,30.642105,60,36,49.610526,0,0,0,42,27,32.568421,0,0,1,0,Unlock,1468
23/03/2021,2021,3,23,3,2,37,26,30.894736,70,35,50.473684,0,0,0,43,27,32.978947,0,0,1,0,Unlock,2961
24/03/2021,2021,3,24,4,2,37,26,31.157894,64,34,45.747368,0,0,0,44,27,32.694736,0,0,0,1,.,2713
25/03/2021,2021,3,25,5,2,37,26,31.08421,74,32,52.347368,0,0,0,45,27,33.852631,0,0,0,1,.,2760
26/03/2021,2021,3,26,6,2,35,27,30.136842,75,48,59.294736,0,0,0,43,29,33.778947,0,0,0,1,.,3102
27/03/2021,2021,3,27,7,2,34,26,29.6,75,41,60.957894,0,0,0,41,27,32.621052,0,0,0,1,.,2968
28/03/2021,2021,3,28,1,2,33,25,28.48421,83,43,68.778947,0,0,0,38,27,31.515789,1,0,0,1,.,2558
29/03/2021,2021,3,29,2,2,35,25,28.842105,87,46,70.273684,0,0,0,40,25,32.315789,0,1,0,0,.,1371
30/03/2021,2021,3,30,3,2,36,26,30.705263,75,40,55.368421,0,0,0,42,27,33.610526,0,0,0,1,.,3011
31/03/2021,2021,3,31,4,2,38,27,31.821052,67,38,52.705263,0,0,0,47,28,35.442105,0,0,0,1,.,3466
1/4/2021,2021,4,1,5,2,40,30,35.285714,38,20,27.8,0,0,0,43,29,34.942857,0,0,0,1,.,2958
2/4/2021,2021,4,2,6,2,40,26,32.547368,61,24,41.48421,0,0,0,45,27,33.968421,0,0,0,1,.,3263
3/4/2021,2021,4,3,7,2,42,27,33.368421,58,22,38.578947,0,0,0,47,27,34.505263,2,0,0,1,.,3156
4/4/2021,2021,4,4,1,2,36,26,29.673684,86,44,65.915789,0,0,0,47,28,34.389473,0,1,0,0,.,2183
5/4/2021,2021,4,5,2,2,36,25,29.568421,89,49,72.831578,0,0,0,45,26,35.136842,0,0,1,0,Dhulivandan,2273
6/4/2021,2021,4,6,3,2,34,26,29.052631,90,52,74.694736,0,0,0,44,29,34.08421,0,0,0,1,.,3220
7/4/2021,2021,4,7,4,2,34,25,28.88421,88,52,74.68421,0,0,0,43,26,33.757894,0,0,0,1,.,2945
8/4/2021,2021,4,8,5,2,34,27,29.263157,86,63,76.905263,0,0,0,45,30,35.168421,0,0,0,1,.,3064
9/4/2021,2021,4,9,6,2,34,26,29.08421,85,60,72.747368,0,0,0,43,29,34.042105,0,0,1,0,Good Friday,2861
10/4/2021,2021,4,10,7,2,33,26,28.526315,84,64,75.368421,0,0,0,41,27,33.210526,1,0,0,1,.,2734
11/4/2021,2021,4,11,1,2,33,27,29.4,83,63,74.052631,0,0,0,43,30,35.347368,0,1,0,0,.,1688
12/4/2021,2021,4,12,2,2,34,26,29.694736,87,59,74.021052,0,0,0,44,30,35.821052,0,0,0,1,.,2790
13/04/2021,2021,4,13,3,2,38,25,30.787234,76,37,62.148936,0,0,0,51,27,35.851063,0,0,0,1,.,2745
14/04/2021,2021,4,14,4,2,38,25,31.708333,76,38,59.5625,0,0,0,52,27,37.333333,0,0,0,1,.,2745
15/04/2021,2021,4,15,5,2,36,27,30.821052,84,47,67.347368,0,0,0,48,30,36.957894,0,0,0,1,.,3373
16/04/2021,2021,4,16,6,2,33,27,29.536842,85,69,76.505263,0,0,0,46,30,36.389473,0,0,1,0,Unlock,3376
17/04/2021,2021,4,17,7,2,34,26,29.305263,89,58,78.08421,0,0,0,45,29,35.842105,0,0,1,0,Unlock,2921
18/04/2021,2021,4,18,1,2,34,26,29.515789,89,57,77.263157,0,1,0.010526,45,29,36.189473,0,0,1,0,Unlock,1973
19/04/2021,2021,4,19,2,2,37,26,30.305263,89,37,74.768421,0,0,0,47,30,37.189473,0,0,1,0,Unlock,1691
20/04/2021,2021,4,20,3,2,36,27,31.126315,90,52,72.28421,0,0,0,50,32,39.063157,0,0,1,0,Unlock,3058
21/04/2021,2021,4,21,4,2,38,28,31.357894,85,47,72.073684,0,0,0,52,33,40.357894,0,0,1,0,Unlock,2846
22/04/2021,2021,4,22,5,2,37,28,31.073684,85,59,75.463157,0,0,0,51,34,40.410526,0,0,1,0,Unlock,3232
23/04/2021,2021,4,23,6,2,37,27,30.578947,88,46,75.463157,0,0,0,48,32,38.473684,0,0,1,0,Unlock,3432
24/04/2021,2021,4,24,7,2,34,26,29.873684,88,49,76.189473,0,0,0,46,29,37.094736,0,0,1,0,Unlock,2717
25/04/2021,2021,4,25,1,2,35,26,30.473684,86,61,75.589473,0,0,0,50,29,38.715789,0,0,1,0,Unlock,3028
26/04/2021,2021,4,26,2,2,37,27,31.505263,88,51,74.694736,0,0,0,54,32,41.221052,0,0,1,0,Unlock,1981
27/04/2021,2021,4,27,3,2,35,28,30.642105,87,64,76.673684,0,0,0,49,35,39.778947,0,0,1,0,Unlock,3501
28/04/2021,2021,4,28,4,2,34,27,30.326315,85,63,76.157894,0,0,0,47,32,38.189473,0,0,1,0,Unlock,3110
29/04/2021,2021,4,29,5,2,34,27,30.08421,85,65,76.547368,0,0,0,46,32,37.68421,0,0,1,0,Unlock,2720
30/04/2021,2021,4,30,6,2,37,27,30.894736,85,49,72.831578,0,0,0,49,32,38.652631,0,0,1,0,Unlock,2741
1/5/2021,2021,5,1,7,2,36,27,30.589473,86,46,68.08421,0,0,0,46,30,36.326315,0,0,1,0,Unlock,2722
2/5/2021,2021,5,2,1,2,34,26,29.978947,84,61,73.526315,0,0,0,46,28,36.810526,0,0,1,0,Unlock,2639
3/5/2021,2021,5,3,2,2,36,27,31.473684,88,48,71.505263,0,0,0,51,32,40.263157,0,0,1,0,Unlock,2010
4/5/2021,2021,5,4,3,2,35,29,31.442105,88,61,78.505263,0,0,0,52,37,42.894736,0,0,1,0,Unlock,3569
5/5/2021,2021,5,5,4,2,36,28,31.347368,87,55,74.642105,0,0,0,50,35,41.147368,0,0,1,0,Unlock,3505
6/5/2021,2021,5,6,5,2,36,28,31.094736,86,56,75.115789,0,0,0,50,35,40.48421,0,0,1,0,Unlock,3248
7/5/2021,2021,5,7,6,2,36,28,31.136842,86,52,75.547368,0,0,0,50,35,40.621052,0,0,1,0,Unlock,2930
8/5/2021,2021,5,8,7,2,35,28,30.705263,88,66,78.768421,0,0,0,50,33,40.68421,0,0,1,0,Unlock,2719
9/5/2021,2021,5,9,1,2,38,29,31.431578,85,51,73.905263,0,0,0,52,36,41.042105,0,0,1,0,Unlock,2591
10/5/2021,2021,5,10,2,2,35,29,31.094736,84,59,73.652631,0,0,0,51,33,40.431578,0,0,1,0,Unlock,2004
11/5/2021,2021,5,11,3,2,37,28,31.526315,85,51,71.505263,0,0,0,51,33,40.536842,0,0,1,0,Unlock,2909
12/5/2021,2021,5,12,4,2,37,28,31.915789,86,57,72.915789,0,0,0,51,36,42.094736,0,0,1,0,Unlock,3276
13/05/2021,2021,5,13,5,2,36,28,31.736842,89,59,77.568421,0,0,0,53,36,43.28421,0,0,1,0,Unlock,3208
14/05/2021,2021,5,14,6,2,35,29,31.263157,88,63,78.263157,0,0,0,51,36,42.147368,0,0,1,0,Unlock,3782
15/05/2021,2021,5,15,7,2,36,29,31.347368,87,57,77.178947,0,0,0,52,36,41.863157,0,0,1,0,Unlock,3274
16/05/2021,2021,5,16,1,2,36,28,31.557894,86,61,76.863157,0,0,0,51,35,42.431578,0,0,1,0,Unlock,3314
17/05/2021,2021,5,17,2,2,35,29,31.494736,85,65,76.578947,0,0,0,51,36,42.336842,0,0,1,0,Unlock,2385
18/05/2021,2021,5,18,3,2,36,29,31.421052,84,57,73.705263,0,0,0,50,35,40.915789,0,0,1,0,Unlock,2916
19/05/2021,2021,5,19,4,2,36,28,31.315789,83,57,72.547368,0,0,0,47,35,39.968421,0,0,1,0,Unlock,2669
20/05/2021,2021,5,20,5,2,35,29,31.357894,79,59,70.631578,0,0,0,47,35,39.715789,0,0,1,0,Unlock,2869
21/05/2021,2021,5,21,6,2,35,29,31.157894,78,59,70.2,0,0,0,46,34,38.905263,0,0,1,0,Unlock,2732
22/05/2021,2021,5,22,7,2,35,28,31.252631,82,59,72.052631,0,0,0,49,33,39.926315,0,0,1,0,Unlock,2614
23/05/2021,2021,5,23,1,2,39,29,32.789473,84,44,66.694736,0,1,0.010526,53,36,42.242105,0,0,1,0,Unlock,3023
24/05/2021,2021,5,24,2,2,36,28,31.957894,88,55,68.157894,0,12,0.126315,47,33,40.242105,0,0,1,0,Unlock,1921
25/05/2021,2021,5,25,3,2,32,24,26.947368,94,63,86.368421,0,47,0.494736,38,24,30.947368,0,0,1,0,Unlock,10892
26/05/2021,2021,5,26,4,2,30,27,29.010526,92,81,87.526315,0,18,0.189473,42,33,37.957894,0,0,1,0,Unlock,8492
27/05/2021,2021,5,27,5,2,32,25,28.368421,93,77,87.926315,0,9,0.094736,44,27,35.589473,0,0,1,0,Unlock,3460
28/05/2021,2021,5,28,6,2,35,26,29.831578,92,66,81.410526,0,6,0.063157,49,30,38.6,0,0,1,0,Unlock,3027
29/05/2021,2021,5,29,7,2,35,27,30.663157,92,63,78.294736,0,3,0.031578,48,33,39.968421,0,0,1,0,Unlock,3161
30/05/2021,2021,5,30,1,2,35,28,30.926315,85,63,76.526315,0,2,0.021052,49,35,40.252631,0,0,1,0,Unlock,3045
31/05/2021,2021,5,31,2,2,35,29,31.094736,88,62,76.842105,0,0,0,50,36,40.989473,0,0,1,0,Unlock,1834
1/6/2021,2021,6,1,3,2,35,29,31.378947,85,62,76.315789,0,1,0.010526,50,36,41.673684,0,0,1,0,Unlock,2950
2/6/2021,2021,6,2,4,2,35,29,31.2,85,65,77.821052,0,0,0,50,36,41.957894,0,0,1,0,Unlock,2922
3/6/2021,2021,6,3,5,2,35,28,30.978947,84,62,74.557894,0,1,0.010526,47,35,40.052631,0,0,1,0,Unlock,3093
4/6/2021,2021,6,4,6,2,35,29,31.021052,89,68,77.263157,0,1,0.010526,50,36,41.463157,0,0,1,0,Unlock,2945
5/6/2021,2021,6,5,7,2,35,29,31.463157,85,68,77.947368,0,0,0,50,38,42.989473,0,0,1,0,Unlock,3524
6/6/2021,2021,6,6,1,2,35,29,31.663157,86,65,76.947368,0,0,0,51,38,43.115789,0,0,1,0,Unlock,3186
7/6/2021,2021,6,7,2,2,35,29,31.578947,84,66,76.389473,0,0,0,50,36,42.778947,0,0,1,0,Unlock,1986
8/6/2021,2021,6,8,3,2,33,27,29.547368,93,76,82.905263,0,29,0.305263,50,33,38.526315,0,0,1,0,Unlock,3077
9/6/2021,2021,6,9,4,2,35,26,30.126315,94,69,82.663157,0,3,0.031578,51,29,39.842105,0,0,1,0,Unlock,2707
10/6/2021,2021,6,10,5,2,34,26,29.273684,94,72,85.136842,0,13,0.136842,49,29,37.631578,0,0,1,0,Unlock,2563
11/6/2021,2021,6,11,6,2,35,27,30.810526,88,63,75.431578,0,3,0.031578,50,31,39.736842,0,0,1,0,Unlock,2402
