forecast_date,Year1,Month1,Day1,Weekday,Season,Max_Temperature,Min_Temperature,Avg_Temperature,Max_Humidity,Min_Humidity,Avg_Humidity,Min_Rainfall,Max_Rainfall,Avg_Rainfall,Max_Heat_Index,Min_Heat_Index,Avg_Heat_Index,saturday,sunday,Holiday,working_day,holiday_name,offered calls
12/6/2021,2021,6,12,7,2,36,27,30.463157,84,63,74.421052,0,0,0,51,30,38.978947,0,0,1,0,Unlock,2385
13/06/2021,2021,6,13,1,2,34,27,29.768421,88,68,77.726315,0,0,0,48,32,37.305263,0,0,1,0,Unlock,2594
14/06/2021,2021,6,14,2,2,35,24,29.063157,94,61,80.073684,0,1,0.010526,48,24,35.368421,0,0,1,0,Unlock,1717
15/06/2021,2021,6,15,3,2,34,25,29.021052,94,64,81.705263,0,3,0.031578,47,26,36.094736,0,0,1,0,Unlock,2803
16/06/2021,2021,6,16,4,2,33,26,28.08421,94,73,88.536842,0,3,0.031578,46,30,34.736842,0,0,1,0,Unlock,2841
17/06/2021,2021,6,17,5,2,27,24,25.547368,96,94,94.863157,0,2,0.021052,32,24,27.663157,0,0,1,0,Unlock,5792
18/06/2021,2021,6,18,6,2,30,24,25.842105,95,81,93.042105,0,3,0.031578,39,24,28.68421,0,0,1,0,Unlock,3585
19/06/2021,2021,6,19,7,2,30,25,26.136842,96,83,94.221052,0,2,0.021052,41,26,29.557894,0,0,1,0,Unlock,3264
20/06/2021,2021,6,20,1,2,32,25,26.894736,96,80,93.915789,0,217,2.28421,46,26,31.926315,0,0,1,0,Unlock,3891
21/06/2021,2021,6,21,2,2,33,26,28.978947,96,76,89.08421,0,28,0.294736,47,30,38.115789,0,0,1,0,Unlock,2309
22/06/2021,2021,6,22,3,2,35,27,30.694736,93,69,82.547368,0,1,0.010526,52,33,41.905263,0,0,1,0,Unlock,2861
23/06/2021,2021,6,23,4,2,31,26,28.315789,95,80,90.4,0,43,0.452631,43,30,36.2,0,0,1,0,Unlock,2621
24/06/2021,2021,6,24,5,2,28,25,26.473684,96,86,93.442105,0,169,1.778947,36,26,30.621052,0,0,0,1,.,2841
25/06/2021,2021,6,25,6,2,30,25,26.705263,96,81,93.863157,0,348,3.663157,40,25,31.6,0,0,0,1,.,2715
26/06/2021,2021,6,26,7,2,33,25,28.915789,96,75,88.6,0,63,0.663157,50,27,37.978947,0,0,0,1,.,2675
27/06/2021,2021,6,27,1,2,32,25,27.694736,95,74,87.905263,0,86,0.905263,44,25,33.410526,1,0,0,1,.,2469
28/06/2021,2021,6,28,2,2,33,25,29.252631,95,75,85.431578,0,22,0.231578,47,27,38.157894,0,1,0,0,.,1736
29/06/2021,2021,6,29,3,2,34,25,28.989473,95,72,86.010526,0,79,0.831578,49,27,37.115789,0,0,0,1,.,2659
30/06/2021,2021,6,30,4,2,34,27,30.010526,93,72,83.557894,0,13,0.136842,49,33,39.715789,0,0,0,1,.,2690
1/7/2021,2021,7,1,5,3,34,27,30.231578,91,71,81.28421,0,8,0.08421,48,33,39.873684,0,0,0,1,.,2708
2/7/2021,2021,7,2,6,3,32,27,29,94,75,84.894736,0,39,0.410526,43,31,36.778947,0,0,0,1,.,2500
3/7/2021,2021,7,3,7,3,29,25,26.894736,95,80,90.378947,0,75,0.789473,36,28,31.357894,0,0,0,1,.,2567
4/7/2021,2021,7,4,1,3,33,25,29.294736,95,71,84.063157,0,5,0.052631,48,28,37.273684,2,0,0,1,.,2507
5/7/2021,2021,7,5,2,3,30,26,27.410526,95,79,89.042105,0,107,1.126315,38,28,32.873684,0,1,0,0,.,1547
6/7/2021,2021,7,6,3,3,32,25,28.221052,95,77,87.052631,0,0,0,45,28,34.821052,0,0,0,1,.,2608
7/7/2021,2021,7,7,4,3,33,26,28.8,94,71,85.568421,0,11,0.115789,47,30,36.631578,0,0,0,1,.,2572
8/7/2021,2021,7,8,5,3,33,27,28.894736,94,71,87.305263,0,12,0.126315,46,32,37.315789,0,0,0,1,.,2488
9/7/2021,2021,7,9,6,3,33,27,29.905263,94,71,82.621052,0,8,0.08421,47,33,39.136842,0,0,0,1,.,2504
10/7/2021,2021,7,10,7,3,33,27,30.221052,93,70,80.347368,0,0,0,47,32,39.28421,0,0,0,1,.,2479
11/7/2021,2021,7,11,1,3,34,29,30.88421,85,68,78.073684,0,0,0,49,36,40.768421,1,0,0,1,.,2565
12/7/2021,2021,7,12,2,3,35,28,30.726315,90,66,78.663157,0,1,0.010526,49,35,40.547368,0,1,0,0,.,1949
13/07/2021,2021,7,13,3,3,35,28,30.831578,94,67,79.694736,0,22,0.231578,50,35,40.968421,0,0,0,1,.,3118
14/07/2021,2021,7,14,4,3,35,27,30.336842,94,69,80.421052,0,37,0.389473,50,32,39.88421,0,0,0,1,.,3095
15/07/2021,2021,7,15,5,3,35,28,30.757894,94,67,79.48421,0,49,0.515789,51,34,41.063157,0,0,0,1,.,2990
16/07/2021,2021,7,16,6,3,32,26,28.347368,95,81,88.894736,0,108,1.136842,45,30,35.757894,0,0,0,1,.,3119
17/07/2021,2021,7,17,7,3,33,25,28.315789,95,73,87.968421,0,194,2.042105,45,27,35.157894,0,0,0,1,.,2888
18/07/2021,2021,7,18,1,3,31,25,27.2,95,79,89.8,0,170,1.789473,42,26,32.505263,2,0,0,1,.,2661
19/07/2021,2021,7,19,2,3,33,26,28.08421,95,74,89.136842,0,70,0.736842,47,28,34.852631,0,1,0,0,.,1679
20/07/2021,2021,7,20,3,3,31,26,27.6,96,80,91.442105,0,243,2.557894,42,28,33.894736,0,0,0,1,.,3131
21/07/2021,2021,7,21,4,3,29,25,26.28421,96,84,94.2,0,121,1.273684,36,25,29.936842,0,0,0,1,.,3025
22/07/2021,2021,7,22,5,3,29,24,25.915789,96,85,94.873684,0,322,3.389473,39,24,29.115789,0,0,0,1,.,3146
23/07/2021,2021,7,23,6,3,30,25,26.757894,96,83,93.273684,0,39,0.410526,40,27,31.631578,0,0,0,1,.,3007
24/07/2021,2021,7,24,7,3,30,25,26.778947,97,84,94.252631,0,27,0.28421,40,27,31.768421,0,0,0,1,.,4871
25/07/2021,2021,7,25,1,3,30,26,27.231578,97,89,94.873684,0,213,2.242105,41,28,33.073684,1,0,0,1,.,3014
26/07/2021,2021,7,26,2,3,31,25,27.305263,97,84,94.273684,0,749,7.88421,43,27,33.242105,0,1,0,0,.,3878
27/07/2021,2021,7,27,3,3,28,25,26.242105,97,91,96.28421,0,344,3.621052,34,26,30.189473,0,0,0,1,.,3912
28/07/2021,2021,7,28,4,3,31,26,28.042105,95,81,91.326315,0,47,0.494736,45,30,35.463157,0,0,0,1,.,3088
29/07/2021,2021,7,29,5,3,28,25,26.905263,97,89,94.494736,0,311,3.273684,35,25,31.852631,0,0,1,0,Bakri ID,2857
30/07/2021,2021,7,30,6,3,28,26,27.326315,97,91,94.536842,0,107,1.126315,36,31,33.6,0,0,0,1,.,2945
31/07/2021,2021,7,31,7,3,29,27,27.810526,96,89,93.726315,0,15,0.157894,38,32,34.831578,0,0,0,1,.,2687
1/8/2021,2021,8,1,1,3,32,27,28.631578,96,79,90.115789,0,23,0.242105,47,32,37.368421,2,0,0,1,.,2916
2/8/2021,2021,8,2,2,3,32,27,28.694736,96,77,89.494736,0,28,0.294736,45,31,37.168421,0,1,0,0,.,1678
3/8/2021,2021,8,3,3,3,32,27,28.947368,94,77,86.473684,0,11,0.115789,45,33,37.010526,0,0,0,1,.,2836
4/8/2021,2021,8,4,4,3,31,27,28.621052,92,78,84.957894,0,35,0.368421,43,33,36.042105,0,0,0,1,.,2686
5/8/2021,2021,8,5,5,3,31,26,28.273684,94,79,87.115789,0,61,0.642105,43,29,35.442105,0,0,0,1,.,2805
6/8/2021,2021,8,6,6,3,31,27,28.515789,94,79,86.536842,0,3,0.031578,42,31,35.852631,0,0,0,1,.,2699
7/8/2021,2021,8,7,7,3,30,27,28.389473,92,82,87.494736,0,7,0.073684,41,32,35.715789,0,0,0,1,.,2546
8/8/2021,2021,8,8,1,3,31,27,28.547368,92,77,85.663157,0,13,0.136842,42,31,35.68421,1,0,0,1,.,2761
9/8/2021,2021,8,9,2,3,31,26,27.926315,95,78,87.294736,0,18,0.189473,41,29,34.431578,0,1,0,0,.,1625
10/8/2021,2021,8,10,3,3,31,26,28.08421,93,78,86.768421,0,16,0.168421,42,30,34.378947,0,0,0,1,.,2856
11/8/2021,2021,8,11,4,3,30,25,27.631578,95,82,89.905263,0,33,0.347368,41,28,33.68421,0,0,0,1,.,2878
12/8/2021,2021,8,12,5,3,31,26,28.252631,94,79,87.515789,0,46,0.48421,42,30,35.073684,0,0,0,1,.,2886
13/08/2021,2021,8,13,6,3,32,26,28.810526,93,76,85.642105,0,26,0.273684,43,29,36.368421,0,0,0,1,.,3106
14/08/2021,2021,8,14,7,3,31,28,29.073684,90,76,84.6,0,2,0.021052,42,34,36.894736,0,0,0,1,.,2855
15/08/2021,2021,8,15,1,3,32,27,29.221052,91,75,84.694736,0,2,0.021052,44,33,37.28421,1,0,0,1,.,2825
16/08/2021,2021,8,16,2,3,32,27,28.842105,93,71,84.221052,0,0,0,43,32,36.347368,0,1,0,0,.,1924
17/08/2021,2021,8,17,3,3,33,27,29.136842,90,70,82.368421,0,0,0,45,32,36.88421,0,0,0,1,.,3006
18/08/2021,2021,8,18,4,3,33,27,29.147368,91,68,80.936842,0,0,0,43,32,36.052631,0,0,0,1,.,2910
19/08/2021,2021,8,19,5,3,32,26,29.010526,91,71,80.821052,0,10,0.105263,43,30,35.88421,0,0,0,1,.,3095
20/08/2021,2021,8,20,6,3,30,25,27.410526,95,80,89.421052,0,81,0.852631,40,27,32.747368,0,0,0,1,.,3021
21/08/2021,2021,8,21,7,3,31,26,27.989473,94,75,86.010526,0,20,0.210526,41,28,34.063157,0,0,0,1,.,2867
22/08/2021,2021,8,22,1,3,31,25,27.073684,95,77,88.08421,0,2,0.021052,42,26,31.621052,2,0,0,1,.,2764
23/08/2021,2021,8,23,2,3,27,24,25.242105,96,93,95.431578,0,200,2.105263,31,23,26.947368,0,1,0,0,.,1580
24/08/2021,2021,8,24,3,3,28,24,25.947368,96,84,92.842105,0,126,1.326315,34,25,28.8,0,0,1,0,Parsi New Year,2872
25/08/2021,2021,8,25,4,3,29,25,26.6,94,80,89.28421,0,0,0,36,26,30.252631,0,0,0,1,.,2564
26/08/2021,2021,8,26,5,3,27,24,25.074468,96,93,95.425531,0,169,1.797872,31,24,26.489361,0,0,0,1,.,2667
27/08/2021,2021,8,27,6,3,25,24,24.705263,97,96,96.273684,0,85,0.894736,28,23,25.410526,0,0,1,0,Moharram,2684
28/08/2021,2021,8,28,7,3,28,24,25.442105,97,86,95.136842,0,69,0.726315,35,23,27.28421,0,0,0,1,.,2417
29/08/2021,2021,8,29,1,3,27,24,25.178947,97,91,95.431578,0,205,2.157894,31,23,26.873684,1,0,0,1,.,2328
30/08/2021,2021,8,30,2,3,30,25,27.08421,95,79,89.094736,0,0,0,39,27,31.768421,0,1,0,0,.,1386
31/08/2021,2021,8,31,3,3,33,25,28.536842,96,69,85.147368,0,0,0,44,27,34.957894,0,0,0,1,.,2366
1/9/2021,2021,9,1,4,3,33,26,28.852631,94,70,84.147368,0,0,0,45,29,35.957894,0,0,0,1,.,2616
2/9/2021,2021,9,2,5,3,32,26,28.6,95,71,84.6,0,7,0.073684,44,30,35.378947,0,0,0,1,.,2728
3/9/2021,2021,9,3,6,3,32,26,28.021052,95,73,86.315789,0,13,0.136842,42,29,34.010526,0,0,0,1,.,2784
4/9/2021,2021,9,4,7,3,33,27,28.68421,91,69,83.431578,0,3,0.031578,44,31,35.357894,0,0,0,1,.,2859
5/9/2021,2021,9,5,1,3,33,27,29.263157,94,66,80.715789,0,0,0,44,31,36.273684,2,0,0,1,.,2522
6/9/2021,2021,9,6,2,3,32,26,28.578947,95,73,83.863157,0,54,0.568421,43,29,35.242105,0,1,0,0,.,1728
7/9/2021,2021,9,7,3,3,30,26,27.663157,94,80,86.452631,0,39,0.410526,40,28,33.168421,0,0,0,1,.,2447
8/9/2021,2021,9,8,4,3,26,25,25.221052,96,89,95.28421,0,530,5.578947,30,25,27.28421,0,0,0,1,.,3243
9/9/2021,2021,9,9,5,3,31,24,26.357894,97,77,92.147368,0,20,0.210526,42,24,30.094736,0,0,0,1,.,2917
10/9/2021,2021,9,10,6,3,31,25,27.242105,96,78,87.810526,0,22,0.231578,41,25,32.147368,0,0,0,1,.,2834
11/9/2021,2021,9,11,7,3,30,25,26.610526,97,82,93.831578,0,120,1.263157,41,27,30.905263,0,0,0,1,.,2986
12/9/2021,2021,9,12,1,3,31,24,26.178947,97,76,92.252631,0,91,0.957894,42,23,29.915789,1,0,0,1,.,3139
13/09/2021,2021,9,13,2,3,31,24,27.031578,97,80,93.115789,0,50,0.526315,43,24,32.052631,0,1,0,0,.,1894
14/09/2021,2021,9,14,3,3,31,25,27.621052,96,78,88.052631,0,1,0.010526,42,26,33.242105,0,0,0,1,.,2967
15/09/2021,2021,9,15,4,3,29,25,27,97,86,94.431578,0,263,2.768421,39,26,32.178947,0,0,0,1,.,3314
16/09/2021,2021,9,16,5,3,30,23,26,97,86,93.578947,0,98,1.031578,40,22,29.673684,0,0,0,1,.,3518
17/09/2021,2021,9,17,6,3,31,25,27.631578,97,81,90.673684,0,35,0.368421,42,26,33.726315,0,0,0,1,.,2935
18/09/2021,2021,9,18,7,3,31,26,27.821052,94,79,87.168421,0,16,0.168421,43,28,34.115789,0,0,1,0,Ganesh Chaturthi,1760
19/09/2021,2021,9,19,1,3,29,26,27.094736,97,90,93.273684,0,75,0.789473,38,28,32.505263,2,0,1,0,Ganesh Festival Day1,2132
20/09/2021,2021,9,20,2,3,29,24,26,97,86,95.105263,0,153,1.610526,38,25,29.463157,0,1,1,0,Ganesh Festival Day2,1477
21/09/2021,2021,9,21,3,3,28,25,26.957894,97,88,94.568421,0,23,0.242105,35,27,32.252631,0,0,1,0,Ganesh Festival Day3,2603
22/09/2021,2021,9,22,4,3,31,25,27.547368,96,79,88.042105,0,32,0.336842,44,27,33.389473,0,0,1,0,Ganesh Festival Day4,2655
23/09/2021,2021,9,23,5,3,31,25,28.147368,96,77,87.568421,0,15,0.157894,43,28,34.905263,0,0,1,0,Ganesh Festival Special Day5,2489
24/09/2021,2021,9,24,6,3,32,25,28.252631,91,72,81.28421,0,0,0,42,27,34.031578,0,0,1,0,Ganesh Festival Day6,2456
25/09/2021,2021,9,25,7,3,32,26,28.736842,93,71,82.515789,0,4,0.042105,42,29,35.336842,0,0,1,0,Ganesh Festival Special Day7,2840
26/09/2021,2021,9,26,1,3,32,27,28.947368,92,71,82.68421,0,0,0,44,31,36.073684,1,0,1,0,Ganesh Festival Day8,2594
27/09/2021,2021,9,27,2,3,33,26,28.231578,96,72,87.88421,0,109,1.147368,45,29,34.789473,0,1,1,0,Ganesh Festival Day9,1689
28/09/2021,2021,9,28,3,3,30,24,26.705263,96,69,85.852631,0,15,0.157894,37,23,29.852631,0,0,1,0,Ganesh Festival Day10,3512
29/09/2021,2021,9,29,4,3,28,23,25.452631,96,77,91.452631,0,50,0.526315,33,22,27.336842,0,0,1,0,Ganesh Visarjan,3002
30/09/2021,2021,9,30,5,3,28,24,26.010526,96,82,88.705263,0,2,0.021052,32,24,28.557894,0,0,0,1,.,3057
1/10/2021,2021,10,1,6,2,31,24,27.042105,96,63,83.136842,0,7,0.073684,37,25,30.115789,0,0,0,1,.,2854
2/10/2021,2021,10,2,7,2,31,25,26.947368,95,63,82.557894,0,2,0.021052,36,26,30.178947,0,0,0,1,.,3042
3/10/2021,2021,10,3,1,2,31,25,27.210526,94,62,79.863157,0,0,0,36,25,30.347368,2,0,0,1,.,2799
4/10/2021,2021,10,4,2,2,29,24,26.126315,96,72,83.905263,0,14,0.147368,35,25,28.494736,0,1,0,0,.,1590
5/10/2021,2021,10,5,3,2,28,24,25.178947,96,75,88.989473,0,9,0.094736,33,23,26.578947,0,0,0,1,.,2831
6/10/2021,2021,10,6,4,2,31,24,25.442105,96,67,91.421052,0,60,0.631578,37,23,27.052631,0,0,0,1,.,2886
7/10/2021,2021,10,7,5,2,29,24,26.357894,96,73,87.505263,0,25,0.263157,36,23,29.28421,0,0,0,1,.,3208
8/10/2021,2021,10,8,6,2,30,24,26.715789,96,72,86.726315,0,5,0.052631,37,24,30.073684,0,0,0,1,.,2722
9/10/2021,2021,10,9,7,2,32,24,27.631578,95,63,80.768421,0,0,0,38,25,31.515789,0,0,0,1,.,2598
10/10/2021,2021,10,10,1,2,32,26,28.336842,91,62,80.221052,0,0,0,40,28,33.4,1,0,1,0,Gandhi Jayanti,2209
11/10/2021,2021,10,11,2,2,34,25,29.126315,94,58,77.88421,0,0,0,42,28,34.694736,0,1,0,0,.,1752
12/10/2021,2021,10,12,3,2,35,27,29.473684,92,52,76.526315,0,0,0,43,31,35.547368,0,0,0,1,.,3233
13/10/2021,2021,10,13,4,2,35,26,29.4,90,54,76.105263,0,0,0,45,30,35.273684,0,0,0,1,.,3531
14/10/2021,2021,10,14,5,2,35,24,28.715789,94,51,75.547368,0,3,0.031578,45,25,33.063157,0,0,0,1,.,3509
15/10/2021,2021,10,15,6,2,36,25,28.652631,91,51,78.48421,0,0,0,45,25,33.526315,0,0,0,1,.,3212
16/10/2021,2021,10,16,7,2,33,26,28.505263,90,60,78.536842,0,0,0,40,28,33.631578,0,0,0,1,.,3299
17/10/2021,2021,10,17,1,2,33,26,28.094736,90,57,77.968421,0,0,0,41,27,32.273684,2,0,0,1,.,2850
18/10/2021,2021,10,18,2,2,32,24,27.421052,95,63,79.4,0,11,0.115789,39,24,30.915789,0,1,0,0,.,1933
19/10/2021,2021,10,19,3,2,33,25,27.494736,92,59,80.842105,0,0,0,42,26,31.431578,0,0,0,1,.,2911
20/10/2021,2021,10,20,4,2,34,24,28.210526,92,63,78.578947,0,0,0,44,25,32.978947,0,0,0,1,.,3333
21/10/2021,2021,10,21,5,2,34,25,29.189473,85,51,72.452631,0,0,0,42,27,34.28421,0,0,0,1,.,3528
22/10/2021,2021,10,22,6,2,35,26,30.463157,87,52,71.852631,0,0,0,44,30,36.88421,0,0,0,1,.,3339
23/10/2021,2021,10,23,7,2,36,26,30.768421,83,32,58.789473,0,0,0,38,29,33.789473,0,0,1,0,Dussera,2113
24/10/2021,2021,10,24,1,2,36,25,29.6,70,32,53.863157,0,0,0,39,26,31.273684,1,0,0,1,.,2858
25/10/2021,2021,10,25,2,2,33,26,28.757894,78,48,65.494736,0,0,0,39,27,31.778947,0,1,0,0,.,1444
26/10/2021,2021,10,26,3,2,32,27,28.88421,81,58,69.778947,0,0,0,38,30,32.842105,0,0,0,1,.,3038
27/10/2021,2021,10,27,4,2,32,25,28.189473,86,53,70.263157,0,0,0,36,26,31.189473,0,0,1,0,Id-e-Milad,2696
28/10/2021,2021,10,28,5,2,33,25,28.063157,86,43,68.8,0,0,0,38,25,30.557894,0,0,0,1,.,2889
29/10/2021,2021,10,29,6,2,35,24,28.642105,82,35,63,0,0,0,38,25,30.894736,0,0,0,1,.,2728
30/10/2021,2021,10,30,7,2,36,24,29.252631,82,29,61.48421,0,0,0,37,25,31.2,0,0,0,1,.,2855
31/10/2021,2021,10,31,1,2,35,25,28.757894,83,41,66.863157,0,0,0,39,26,31.663157,2,0,0,1,.,2682
1/11/2021,2021,11,1,2,1,33,24,27.652631,83,49,67.589473,0,0,0,37,25,29.810526,0,1,0,0,.,1703
2/11/2021,2021,11,2,3,1,33,24,27.610526,81,45,67.842105,0,0,0,36,24,29.694736,0,0,0,1,.,2685
3/11/2021,2021,11,3,4,1,34,24,28.347368,84,35,65.410526,0,0,0,38,25,30.631578,0,0,0,1,.,2571
4/11/2021,2021,11,4,5,1,34,24,28.978947,73,26,53.526315,0,0,0,36,25,29.936842,0,0,0,1,.,2505
5/11/2021,2021,11,5,6,1,34,25,28.936842,66,32,50.915789,0,0,0,35,26,29.8,0,0,0,1,.,2394
6/11/2021,2021,11,6,7,1,34,25,28.863157,53,21,37.305263,0,0,0,32,26,28.294736,0,0,0,1,.,2390
7/11/2021,2021,11,7,1,1,34,25,28.789473,58,28,37.915789,0,0,0,34,26,28.642105,1,0,0,1,.,2228
8/11/2021,2021,11,8,2,1,35,25,28.768421,62,34,46.663157,0,0,0,36,26,29.389473,0,1,0,0,.,1496
9/11/2021,2021,11,9,3,1,34,25,28.568421,74,40,57.694736,0,0,0,37,26,30.126315,0,0,0,1,.,2191
10/11/2021,2021,11,10,4,1,35,25,29.147368,75,40,59.4,0,0,0,38,26,31.28421,0,0,0,1,.,2286
11/11/2021,2021,11,11,5,1,35,26,29.336842,72,36,52.115789,0,0,0,36,27,30.536842,0,0,0,1,.,2304
12/11/2021,2021,11,12,6,1,34,27,29.357894,65,42,51.789473,0,0,0,37,27,30.894736,0,0,1,0,Laxmi Pujan,1275
13/11/2021,2021,11,13,7,1,36,26,29.273684,75,42,62.347368,0,0,0,40,28,32.326315,0,0,1,0,Balipratipada,1684
14/11/2021,2021,11,14,1,1,33,25,27.610526,85,51,70.915789,0,0,0,37,27,30.136842,1,0,0,1,.,1629
15/11/2021,2021,11,15,2,1,32,24,27.747368,83,45,65.063157,0,0,0,34,25,29.547368,0,1,0,0,.,1217
16/11/2021,2021,11,16,3,1,34,25,28.08421,73,31,57.473684,0,0,0,35,26,29.263157,0,0,0,1,.,2377
17/11/2021,2021,11,17,4,1,33,23,27.747368,72,26,49.968421,0,0,0,32,25,28.115789,0,0,0,1,.,2406
18/11/2021,2021,11,18,5,1,33,24,27.736842,61,24,41.442105,0,0,0,32,25,27.705263,0,0,0,1,.,2235
19/11/2021,2021,11,19,6,1,33,23,27.6,59,22,38.136842,0,0,0,31,25,27.526315,0,0,0,1,.,2247
20/11/2021,2021,11,20,7,1,34,23,27.642105,56,20,36.68421,0,0,0,34,25,27.673684,0,0,0,1,.,2171
21/11/2021,2021,11,21,1,1,35,24,28.694736,60,39,46.178947,0,0,0,37,25,29.578947,2,0,0,1,.,1777
22/11/2021,2021,11,22,2,1,35,26,29.263157,70,44,57.757894,0,0,0,40,27,31.589473,0,1,0,0,.,1354
23/11/2021,2021,11,23,3,1,34,26,29.210526,74,50,63.852631,0,0,0,40,28,32.652631,0,0,0,1,.,2206
24/11/2021,2021,11,24,4,1,34,26,29.694736,77,44,61.252631,0,0,0,38,28,32.6,0,0,0,1,.,2724
25/11/2021,2021,11,25,5,1,35,25,28.705263,91,47,69.6,0,0,0,39,27,32.231578,0,0,0,1,.,2483
26/11/2021,2021,11,26,6,1,33,26,28.063157,90,53,78.273684,0,4,0.042105,39,28,31.757894,0,0,0,1,.,2683
27/11/2021,2021,11,27,7,1,33,24,28.031578,87,54,74.442105,0,0,0,39,25,31.8,0,0,1,0,Gurunanak jayanti,2532
28/11/2021,2021,11,28,1,1,34,26,29.48421,81,48,66.515789,0,0,0,40,28,33.263157,1,0,0,1,.,2301
29/11/2021,2021,11,29,2,1,33,24,28.68421,96,53,70.263157,0,12,0.126315,39,24,32.189473,0,1,0,0,.,1773
30/11/2021,2021,11,30,3,1,32,24,27.031578,96,57,77.252631,0,2,0.021052,37,24,29.842105,0,0,0,1,.,2444
1/12/2021,2021,12,1,4,1,33,25,28.252631,85,51,75.063157,0,0,0,39,27,32.273684,0,0,0,1,.,2687
2/12/2021,2021,12,2,5,1,34,26,29.4,88,54,73.652631,0,0,0,43,29,34.652631,0,0,0,1,.,2518
3/12/2021,2021,12,3,6,1,35,26,29.589473,80,43,62.88421,0,0,0,40,28,32.821052,0,0,0,1,.,2592
4/12/2021,2021,12,4,7,1,35,25,28.915789,74,37,60.905263,0,0,0,39,26,31.28421,0,0,0,1,.,2131
5/12/2021,2021,12,5,1,1,34,25,28.568421,77,32,60.326315,0,0,0,38,25,30.315789,2,0,0,1,.,2258
6/12/2021,2021,12,6,2,1,32,24,27.442105,84,30,56.305263,0,0,0,32,24,27.947368,0,1,0,0,.,1348
7/12/2021,2021,12,7,3,1,32,23,27.189473,60,40,48.726315,0,0,0,33,25,28.168421,0,0,0,1,.,2214
8/12/2021,2021,12,8,4,1,32,24,27.694736,64,42,52.578947,0,0,0,33,25,28.652631,0,0,0,1,.,2267
9/12/2021,2021,12,9,5,1,27,18,22.305263,96,57,81.094736,0,242,2.547368,28,16,21.347368,0,0,0,1,.,2630
10/12/2021,2021,12,10,6,1,25,18,21.157894,96,74,88.778947,0,82,0.863157,26,15,20.063157,0,0,0,1,.,2502
11/12/2021,2021,12,11,7,1,29,21,24.852631,94,64,80.494736,0,0,0,33,19,25.673684,0,0,0,1,.,2474
12/12/2021,2021,12,12,1,1,31,22,25.726315,94,54,79.842105,0,0,0,34,21,26.831578,1,0,0,1,.,2217
13/12/2021,2021,12,13,2,1,31,22,25.536842,95,43,76.726315,0,0,0,33,20,26.042105,0,1,0,0,.,1231
14/12/2021,2021,12,14,3,1,31,22,25.989473,87,44,69.68421,0,0,0,33,21,26.957894,0,0,0,1,.,2081
15/12/2021,2021,12,15,4,1,32,23,26.768421,79,41,64.547368,0,0,0,34,24,27.905263,0,0,0,1,.,2203
16/12/2021,2021,12,16,5,1,32,24,27,76,31,58.831578,0,0,0,34,25,28,0,0,0,1,.,2103
17/12/2021,2021,12,17,6,1,33,24,27.063157,75,38,61.968421,0,0,0,35,24,28.294736,0,0,0,1,.,2083
18/12/2021,2021,12,18,7,1,33,23,27.136842,77,35,62.126315,0,0,0,34,24,28.368421,0,0,0,1,.,2186
19/12/2021,2021,12,19,1,1,33,24,27.2,75,29,59.547368,0,0,0,34,25,28.347368,2,0,0,1,.,2124
20/12/2021,2021,12,20,2,1,33,23,26.957894,78,36,61.052631,0,0,0,34,23,27.88421,0,1,0,0,.,1201
21/12/2021,2021,12,21,3,1,32,23,26.715789,79,40,57.031578,0,0,0,33,23,27.294736,0,0,0,1,.,2265
22/12/2021,2021,12,22,4,1,31,21,25.526315,70,33,54.8,0,0,0,31,23,26.210526,0,0,0,1,.,1974
23/12/2021,2021,12,23,5,1,30,21,24.726315,76,50,63.789473,0,0,0,31,22,25.88421,0,0,0,1,.,2227
24/12/2021,2021,12,24,6,1,29,21,24.463157,83,55,69.378947,0,0,0,31,21,25.410526,0,0,0,1,.,2167
25/12/2021,2021,12,25,7,1,30,21,24.652631,84,55,69.810526,0,0,0,32,21,25.6,0,0,0,1,.,2108
26/12/2021,2021,12,26,1,1,32,21,25.08421,83,37,66.263157,0,0,0,32,21,25.726315,1,0,0,1,.,2003
27/12/2021,2021,12,27,2,1,32,21,25.147368,76,33,60.905263,0,0,0,31,22,25.894736,0,1,0,0,.,1115
28/12/2021,2021,12,28,3,1,31,21,25.010526,74,34,58.610526,0,0,0,31,23,25.852631,0,0,0,1,.,2040
29/12/2021,2021,12,29,4,1,31,21,24.842105,78,36,63.368421,0,0,0,31,22,25.663157,0,0,0,1,.,1935
30/12/2021,2021,12,30,5,1,30,21,24.442105,81,42,66.852631,0,0,0,31,21,25.263157,0,0,0,1,.,1944
31/12/2021,2021,12,31,6,1,29,20,24.157894,81,44,63.915789,0,0,0,29,21,25.08421,0,0,0,1,.,1899
1/1/2022,2022,1,1,7,1,28,20,23.431578,83,51,71.105263,0,0,0,29,20,24.147368,0,0,0,1,.,1797
2/1/2022,2022,1,2,1,1,28,19,23.368421,91,50,73.063157,0,0,0,29,18,23.589473,2,0,1,0,Christmas,1454
3/1/2022,2022,1,3,2,1,30,19,23.810526,87,50,71.073684,0,0,0,31,19,24.315789,0,1,0,0,.,1030
4/1/2022,2022,1,4,3,1,32,20,24.48421,87,39,67.88421,0,0,0,33,19,24.978947,0,0,0,1,.,1764
5/1/2022,2022,1,5,4,1,30,21,24.536842,81,45,65.505263,0,0,0,31,21,25.452631,0,0,0,1,.,1814
